AAPL,ABB,AEP,4.435505197381704
AAPL,ABB,AMGN,4.862989587268073
AAPL,ABB,AMZN,4.710221604887057
AAPL,ABB,BA,3.1412406261023014
AAPL,ABB,BAC,4.723667525793388
AAPL,ABB,BBL,4.531214270661353
AAPL,ABB,BCH,4.5803813420889465
AAPL,ABB,BHP,4.407606535017937
AAPL,ABB,BP,4.742779331984429
AAPL,ABB,BRK-A,3.928018133327012
AAPL,ABB,BSAC,4.37718938896503
AAPL,ABB,BUD,4.513257053580588
AAPL,ABB,C,4.395664088351299
AAPL,ABB,CAT,3.057339722383562
AAPL,ABB,CELG,4.890347475270874
AAPL,ABB,CHL,2.8771909681179446
AAPL,ABB,CHTR,4.088372556597651
AAPL,ABB,CMCSA,4.65241259988201
AAPL,ABB,CODI,1.4049139135036093
AAPL,ABB,CSCO,3.436690991090512
AAPL,ABB,CVX,3.4875858237028794
AAPL,ABB,D,4.8833732194912
AAPL,ABB,DHR,4.895545568325703
AAPL,ABB,DIS,4.7226880946090555
AAPL,ABB,DUK,4.725439835368972
AAPL,ABB,EXC,3.42896971280499
AAPL,ABB,FB,4.822951251933076
AAPL,ABB,GD,4.514227383318914
AAPL,ABB,GE,2.873369700084289
AAPL,ABB,GOOG,4.553061014797914
AAPL,ABB,HD,4.802100037725858
AAPL,ABB,HON,4.559070268648023
AAPL,ABB,HRG,2.7079312403216855
AAPL,ABB,HSBC,4.572936862713289
AAPL,ABB,IEP,4.3613138956369815
AAPL,ABB,INTC,3.6065172723417582
AAPL,ABB,JNJ,4.548036400429647
AAPL,ABB,JPM,4.380933155584321
AAPL,ABB,KO,2.187117522417201
AAPL,ABB,LMT,4.8289915445782565
AAPL,ABB,MA,4.638665306795586
AAPL,ABB,MCD,4.863260198830749
AAPL,ABB,MDT,4.7215152774477325
AAPL,ABB,MMM,4.310720716554479
AAPL,ABB,MO,4.455612207211484
AAPL,ABB,MRK,4.895333422511618
AAPL,ABB,MSFT,4.892119244528621
AAPL,ABB,NEE,4.796665116231348
AAPL,ABB,NGG,4.214772375421485
AAPL,ABB,NVS,4.842607255544526
AAPL,ABB,ORCL,4.670987936859408
AAPL,ABB,PCG,4.3209132526748055
AAPL,ABB,PCLN,3.1984815745335546
AAPL,ABB,PEP,4.858366286877251
AAPL,ABB,PFE,3.0462256390628353
AAPL,ABB,PG,4.82315862692309
AAPL,ABB,PICO,4.775142133957256
AAPL,ABB,PM,4.874991143736883
AAPL,ABB,PPL,2.964445546179008
AAPL,ABB,RDS-B,4.448768329316629
AAPL,ABB,SLB,4.636491559406734
AAPL,ABB,SNY,4.894768567468989
AAPL,ABB,SO,2.5777114697168972
AAPL,ABB,SPLP,2.480023245514727
AAPL,ABB,SRE,4.75745078402626
AAPL,ABB,T,3.2744116497813818
AAPL,ABB,TM,4.892698835222247
AAPL,ABB,TOT,4.3632941573350115
AAPL,ABB,TSM,4.585513146024701
AAPL,ABB,UL,4.688780140789927
AAPL,ABB,UN,4.684849929272722
AAPL,ABB,UNH,4.820542369582249
AAPL,ABB,UPS,4.797398865146179
AAPL,ABB,UTX,2.6452001110585797
AAPL,ABB,V,4.888651163462036
AAPL,ABB,VZ,3.337447223396327
AAPL,ABB,WFC,4.579339081670237
AAPL,ABB,WMT,4.785914941891646
AAPL,ABB,XOM,4.857840888055656
AAPL,AEP,AMGN,32.50702615383148
AAPL,AEP,AMZN,19.596807714974002
AAPL,AEP,BA,42.68447274426168
AAPL,AEP,BAC,7.5484664373885755
AAPL,AEP,BBL,10.360732752562889
AAPL,AEP,BCH,18.170114392597284
AAPL,AEP,BHP,11.546816297795713
AAPL,AEP,BP,7.9453889937185025
AAPL,AEP,BRK-A,15.039332519579668
AAPL,AEP,BSAC,5.956057128070631
AAPL,AEP,BUD,48.00852316325181
AAPL,AEP,C,22.011544763359446
AAPL,AEP,CAT,32.76937182315321
AAPL,AEP,CELG,40.25513386602918
AAPL,AEP,CHL,14.22367296823579
AAPL,AEP,CHTR,19.490383989571264
AAPL,AEP,CMCSA,12.88828989820918
AAPL,AEP,CODI,1.434834810380109
AAPL,AEP,CSCO,6.758676409010348
AAPL,AEP,CVX,26.080033652533647
AAPL,AEP,D,38.749965341642366
AAPL,AEP,DHR,41.473829557961004
AAPL,AEP,DIS,46.26432693542176
AAPL,AEP,DUK,29.41001674046804
AAPL,AEP,EXC,7.745043007639377
AAPL,AEP,FB,14.300852464557963
AAPL,AEP,GD,18.84399407816749
AAPL,AEP,GE,6.4928683112443375
AAPL,AEP,GOOG,16.274314497137844
AAPL,AEP,HD,18.80656770517244
AAPL,AEP,HON,27.185877605998645
AAPL,AEP,HRG,2.5831176035405354
AAPL,AEP,HSBC,7.709371914238901
AAPL,AEP,IEP,34.036863659297666
AAPL,AEP,INTC,13.937135752541932
AAPL,AEP,JNJ,30.268357842016265
AAPL,AEP,JPM,47.05272111107077
AAPL,AEP,KO,2.4408310364239956
AAPL,AEP,LMT,11.085042771744467
AAPL,AEP,MA,36.30203563320921
AAPL,AEP,MCD,39.32562019336033
AAPL,AEP,MDT,41.00642574253515
AAPL,AEP,MMM,16.019074848080237
AAPL,AEP,MO,33.90933112871891
AAPL,AEP,MRK,23.163487492274342
AAPL,AEP,MSFT,45.95985083104622
AAPL,AEP,NEE,11.476381306727886
AAPL,AEP,NGG,31.647468703068803
AAPL,AEP,NVS,31.848407214144476
AAPL,AEP,ORCL,9.128379002514949
AAPL,AEP,PCG,46.16815838299918
AAPL,AEP,PCLN,24.118774156096613
AAPL,AEP,PEP,36.24547850532871
AAPL,AEP,PFE,5.419965159668113
AAPL,AEP,PG,28.752051828729186
AAPL,AEP,PICO,5.945601724247268
AAPL,AEP,PM,46.91595494933453
AAPL,AEP,PPL,2.677299013363806
AAPL,AEP,RDS-B,16.11592413543916
AAPL,AEP,SLB,27.90989339283357
AAPL,AEP,SNY,7.889156899653211
AAPL,AEP,SO,6.168065692376582
AAPL,AEP,SPLP,2.3139077752100805
AAPL,AEP,SRE,46.91716617530806
AAPL,AEP,T,6.738100046556
AAPL,AEP,TM,35.63169024853952
AAPL,AEP,TOT,16.347657786619756
AAPL,AEP,TSM,13.719386900521643
AAPL,AEP,UL,13.081894609758363
AAPL,AEP,UN,15.260492775866247
AAPL,AEP,UNH,16.085112675483398
AAPL,AEP,UPS,47.981677289000196
AAPL,AEP,UTX,41.38127419396463
AAPL,AEP,V,31.238815035327832
AAPL,AEP,VZ,7.18411941231049
AAPL,AEP,WFC,22.201253436567928
